fold_id,asof_mode,model_variant,horizon,threshold_type,threshold_value,target_usage,calibration_method,calibration_protocol,calibration_row_count,evaluation_row_count,scored_row_count,positive_event_count,negative_event_count,event_base_rate,brier_score,brier_identity_uncalibrated,brier_calibrated,brier_retention,log_loss,expected_calibration_error,max_calibration_error,reliability_slope,reliability_intercept,roc_auc,average_precision,auc_retention_vs_identity,ap_retention_vs_identity,validation_market_event_block_count,monotonic_bin_status,calibration_fit_status,skip_reason
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.1,diagnostic_only,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,7,15703,0.00044557606619987267,0.00044536371683109356,0.0019536095964688025,0.00044536371683109356,0.001508245879637709,0.003864079766309393,0.0001036993589209531,0.00010369935892095308,2621.025558663984,-0.8956220116237348,0.9455609028302144,0.15636838943992012,1.0,1.0,0,insufficient_non_empty_bins,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,1,fixed,0.1,diagnostic_only,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,7,15703,0.00044557606619987267,0.00044452057569895585,0.0019536095964688025,0.00044452057569895585,0.0015090890207698467,0.0033370210117076877,0.000357636893077359,0.000357636893077359,77.25889655139605,-0.006348507412887628,0.8561102973954021,0.08188993333825534,0.9053994246514715,0.5236987707782147,0,insufficient_non_empty_bins,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,1758,13952,0.11190324633991089,0.13991544979841614,0.13991544979841614,0.13991544979841614,0.0,0.4608406010856989,0.1922763403420507,0.7572108800279876,0.039915690036108044,0.09976185712814667,0.4852472413136279,0.11827162001002238,1.0,1.0,13,non_monotonic,identity,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,1758,13952,0.11190324633991089,0.10449877702980707,0.13991544979841614,0.10449877702980707,0.03541667276860906,0.3689989682377176,0.06657269405082337,0.3745335263000802,0.1269710871931608,0.08924801624730713,0.4852472413136279,0.11827162001002238,1.0,1.0,13,non_monotonic,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.03,diagnostic_only,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,1758,13952,0.11190324633991089,0.10258924649323588,0.13991544979841614,0.10258924649323588,0.03732620330518026,0.3619530678612464,0.046408545587338805,0.1168478459685342,0.13939461049875415,0.08983543576685188,0.48331709041759296,0.11241148477744993,0.9960223351485528,0.9504518900470302,13,pass,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,691,15019,0.04398472310630172,0.06417484289525255,0.06417484289525255,0.06417484289525255,0.0,0.2702557605647211,0.1379199752493099,0.5915446131229379,0.10491940137664832,0.024899555147694364,0.5076615447736292,0.05778557245378585,1.0,1.0,9,non_monotonic,identity,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,691,15019,0.04398472310630172,0.04585505421434388,0.06417484289525255,0.04585505421434388,0.018319788680908666,0.20535442375603902,0.062025766069456124,0.5727891795665536,0.5533582882634566,-0.014606661790260215,0.5076615447736292,0.05778557245378585,1.0,1.0,9,non_monotonic,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.05,diagnostic_only,isotonic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,691,15019,0.04398472310630172,0.04418729410797197,0.06417484289525255,0.04418729410797197,0.019987548787280582,0.2136062957012404,0.031201823394254126,0.07388480721830842,0.06917506385659507,0.03926868950931182,0.5058527890720957,0.04961116633342029,0.9964370834857306,0.8585389782734598,9,non_monotonic,fitted,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.08,diagnostic_only,identity_uncalibrated_reference,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,98,15612,0.006238064926798218,0.011749520775203488,0.011749520775203488,0.011749520775203488,0.0,0.08844340809392447,0.06324873279148013,0.7481889207227448,0.197376954002235,-0.007477027550204998,0.5978734306943377,0.0787713456193943,1.0,1.0,5,non_monotonic,identity,
fold_1,close_t_minus_1,sklearn_logistic_regression_l2_lbfgs,3,fixed,0.08,diagnostic_only,platt_logistic_calibration,validation_time_ordered_calibration_then_evaluation,15621,15710,15710,98,15612,0.006238064926798218,0.007603700888158655,0.011749520775203488,0.007603700888158655,0.004145819887044833,0.06437415108905557,0.03946835676568287,0.20127347339898408,2.2214344786722,-0.09404349025689561,0.5978734306943377,0.0787713456193943,1.0,1.0,5,pass,fitted,
