source,baseline_or_candidate_name,baseline_family,fold_id,slice_id,target_usage,horizon,threshold_value,metric_name,metric_close_t,metric_close_t_minus_1,metric_delta,row_count_close_t,row_count_close_t_minus_1,positive_event_count_close_t,positive_event_count_close_t_minus_1,score_available_rate_close_t,score_available_rate_close_t_minus_1,material_degradation_flag,asof_dependency_flag,asof_shift_status,deferred_reason
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.02459016393442623,0.02459016393442623,0.0,732,732,18,18,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.02459016393442623,0.02459016393442623,0.0,732,732,18,18,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.02459016393442623,0.02459016393442623,0.0,732,732,18,18,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_0,volatility_scaled_threshold,fold_3,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.02459016393442623,0.02459016393442623,0.0,732,732,18,18,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.025956284153005466,0.031420765027322405,-0.005464480874316939,732,732,19,23,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.025956284153005466,0.031420765027322405,-0.005464480874316939,732,732,19,23,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.025956284153005466,0.031420765027322405,-0.005464480874316939,732,732,19,23,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_1,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.025956284153005466,0.031420765027322405,-0.005464480874316939,732,732,19,23,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.01366120218579235,0.01366120218579235,0.0,732,732,10,10,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.01366120218579235,0.01366120218579235,0.0,732,732,10,10,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.01366120218579235,0.01366120218579235,0.0,732,732,10,10,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_2,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.01366120218579235,0.01366120218579235,0.0,732,732,10,10,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.0,0.001366120218579235,-0.001366120218579235,732,732,0,1,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.0,0.001366120218579235,-0.001366120218579235,732,732,0,1,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.0,0.001366120218579235,-0.001366120218579235,732,732,0,1,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k1_5,volatility_scaled_threshold,fold_3,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.0,0.001366120218579235,-0.001366120218579235,732,732,0,1,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.009562841530054645,0.012295081967213115,-0.0027322404371584695,732,732,7,9,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.009562841530054645,0.012295081967213115,-0.0027322404371584695,732,732,7,9,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_1,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.009562841530054645,0.012295081967213115,-0.0027322404371584695,732,732,7,9,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_1,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.009562841530054645,0.012295081967213115,-0.0027322404371584695,732,732,7,9,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.001366120218579235,0.00273224043715847,-0.001366120218579235,732,732,1,2,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.001366120218579235,0.00273224043715847,-0.001366120218579235,732,732,1,2,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_2,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.001366120218579235,0.00273224043715847,-0.001366120218579235,732,732,1,2,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_2,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.001366120218579235,0.00273224043715847,-0.001366120218579235,732,732,1,2,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_3,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_0,volatility_scaled_threshold,fold_3,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.00273224043715847,0.004098360655737705,-0.0013661202185792352,732,732,2,3,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.00273224043715847,0.004098360655737705,-0.0013661202185792352,732,732,2,3,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_1,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.00273224043715847,0.004098360655737705,-0.0013661202185792352,732,732,2,3,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_1,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.00273224043715847,0.004098360655737705,-0.0013661202185792352,732,732,2,3,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_2,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_2,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0300:eligible,eligible,5,0.03,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0500:eligible,eligible,5,0.05,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_3,h5:fixed:0.0800:eligible,eligible,5,0.08,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h5__k2_5,volatility_scaled_threshold,fold_3,h5:fixed:0.1000:eligible,eligible,5,0.1,event_base_rate,0.0,0.0,0.0,732,732,0,0,1.0,1.0,False,False,pass,
volatility_scaled_threshold,rolling_close_to_close_vol_20__h10__k1_0,volatility_scaled_threshold,fold_1,h10:fixed:0.0300:eligible,eligible,10,0.03,event_base_rate,0.04781420765027322,0.060109289617486336,-0.012295081967213115,732,732,35,44,1.0,1.0,False,False,pass,
